sea_temperature,chlorophyll,latitude,longitude,fishing_success,spot_id
27.621780831931538,0.7655000144869414,12.31993941811405,85.98658484197037,0,0
26.091961642353418,0.14065852851773963,13.661761457749352,86.0111501174321,0,1
25.144091460070616,0.778936896513396,13.324426408004218,82.12339110678276,0,2
26.283831568974037,0.3129695700716765,10.247564316322379,84.31945018642116,0,3
29.282970263056654,0.19764570245642932,7.921446485352181,83.66361843293691,0,4
30.496231729751095,0.23977164751085184,10.142344384136116,85.92414568862043,0,5
29.252813963310068,0.2193668865811041,5.650515929852795,89.48885537253334,1,6
30.65878143681523,0.31322963842135954,5.976721140063839,86.84233026512157,0,7
25.854267643913452,0.4466238370778892,5.343885211152184,89.09320402078782,0,8
29.637655990477874,0.3181977532625877,10.200680211778108,85.4671027934328,1,9
31.78709239435191,0.6425929763527802,14.394989415641891,88.94827350427649,0,10
31.45311964516182,0.16194475143634365,6.959828624191452,80.45227288910539,0,11
27.720741027826374,0.28994432224172717,13.287375091519294,83.5675332669359,0,12
28.79887258210774,0.19864695748233385,13.021969807540398,80.74550643679771,1,13
30.405713385076602,0.2391009770739207,5.055221171236024,88.15461428454834,0,14
30.10305017628691,0.639889242680162,5.740446517340904,83.58465728544273,0,15
31.041723981129156,0.5363086887792906,8.308980248526492,80.63558350286024,0,16
27.27628325418723,0.6107243248366448,11.375574713552131,88.87212742576327,0,17
25.837159721568113,0.5992713510560965,12.607850486168974,85.61277197569497,1,18
28.456569174550737,0.46591298056739583,9.275410183585496,80.25419126744096,1,19
25.22000429980714,0.5454872878846463,8.143559810763268,85.08570691164702,1,20
26.745045604042126,0.3872680461249408,12.555511385430487,82.28798165491622,0,21
27.028260170396376,0.2128549010778031,14.29697652342573,88.08120379564417,1,22
31.10022413131402,0.6625704538293802,6.865700588860358,88.92558998489977,0,23
30.65208108614844,0.7272639099464453,8.180034749718638,81.10051924527677,0,24
27.989754520383794,0.6726103361457452,13.607305832563434,80.06952130531191,1,25
27.921877022041453,0.2554754673295112,6.198653673336828,83.37615171403628,1,26
27.262420524145288,0.46315343522035635,12.030189588951778,83.63629602379294,1,27
31.737131064594777,0.2762476070777549,9.972485058923855,83.0087830981677,0,28
25.25820863148173,0.5266950337859279,10.026790232288615,80.5147875124999,0,29
31.357861201766575,0.2676933234668807,6.448948720912231,84.89452760277563,1,30
26.694386900580504,0.570494883184115,12.616196153287175,82.37637543992399,1,31
27.57448192903477,0.5426140814155057,11.335297107608948,85.35774684074758,0,32
30.847117469124665,0.32454604548021515,6.8651851039985425,80.40775141554764,0,33
29.742950532895975,0.11161148024949931,10.12093058299281,82.26495775197938,0,34
26.22056500303494,0.5836564166717262,8.867353463005374,89.36729988736735,0,35
27.38746445735181,0.17943146486841238,14.246936182785628,88.77339353380981,0,36
29.619888322239255,0.6720555401408511,10.552008115994624,85.29650578356006,1,37
25.651719374641296,0.7280510305673288,14.004180571633304,86.33101457273268,0,38
27.444467022288627,0.6081689752091676,13.971102599525771,88.87086424265118,1,39
29.494221523080014,0.1588979754965342,6.616287140946138,88.98554188527079,0,40
25.06437936131641,0.1710300800062225,11.635017691080558,80.05061583846219,0,41
28.841136525566103,0.5843266383848853,11.519612595026006,82.2426930946056,1,42
